UniProt	DeePhase
O00370	0.409
Q7Z7B1	0.409
P31785	0.409
Q8N769	0.409
Q9H1N7	0.409
Q9Y5P1	0.409
Q9H9Q4	0.409
O96001	0.41
Q9Y5Z9	0.41
P25208	0.41
O15146	0.41
P40126	0.41
Q9C035	0.41
Q96EH5	0.41
Q8NGG3	0.41
Q9Y3A2	0.41
A0A0A0MT70	0.41
Q8N755	0.41
P03956	0.41
Q9H3H5	0.41
P56180	0.41
O75367	0.41
Q8WXI4	0.41
Q9H1L0	0.41
P34972	0.41
Q8NGK1	0.41
Q8NGG7	0.41
P11049	0.41
Q96MZ4	0.41
Q3LI76	0.41
Q96H72	0.41
Q9UIK5	0.41
C9J1S8	0.41
Q8WUY9	0.41
P35575	0.41
Q6NVV3	0.41
O94778	0.41
Q13087	0.411
O15287	0.411
A5YM72	0.411
Q96RI0	0.411
Q96PT3	0.411
Q8NGK5	0.411
Q8TEX9	0.411
P22304	0.411
A0A0A0MT92	0.411
A0A075B714	0.411
Q8NGB8	0.411
Q9NYW5	0.411
Q13607	0.411
Q8TAF8	0.411
Q9BXE9	0.411
O00238	0.411
Q8NGC2	0.411
O14777	0.411
Q14500	0.411
Q8TBG4	0.411
O95977	0.411
O75880	0.411
Q8N8A2	0.411
Q96LA9	0.411
Q08881	0.411
P63027	0.411
Q9GZP7	0.411
O60519	0.411
A0A075B6Y3	0.411
Q6L8Q7	0.411
P42261	0.411
Q9H6S1	0.411
Q0D2K0	0.411
A6H8M9	0.412
Q8IVF4	0.412
P16452	0.412
P52198	0.412
P05198	0.412
Q9NUP1	0.412
P11217	0.412
Q96C10	0.412
Q9H6J7	0.412
Q8NH10	0.412
Q8N2Z9	0.412
P47900	0.412
Q96DI7	0.412
O75487	0.412
O75106	0.412
Q9Y3E2	0.412
Q7Z3U7	0.413
Q9H2C5	0.413
A0A096LPG2	0.413
Q8WUM9	0.413
P42224	0.413
A0A0A0MTA1	0.413
P48506	0.413
A0A075B6Z8	0.413
O43790	0.413
Q9H3K2	0.413
Q8IZM9	0.413
P30519	0.413
O76014	0.413
Q15323	0.413
Q6ZTW0	0.413
A0A1W2PPW3	0.413
Q96FZ5	0.413
Q96L12	0.413
P51679	0.413
O95371	0.413
Q8N4C9	0.413
Q9Y2Y8	0.413
Q8NGK2	0.413
Q9UJZ1	0.413
Q9NZ08	0.413
Q8N766	0.413
Q9GZM5	0.414
Q96DZ7	0.414
Q5GLZ8	0.414
Q8NH60	0.414
Q9NX55	0.414
Q92484	0.414
O95479	0.414
Q5XG85	0.414
Q9C0K1	0.414
P13945	0.414
Q02809	0.414
Q3KNV8	0.414
F5H094	0.414
P0CW23	0.414
P56199	0.414
P30518	0.414
A8MT66	0.414
P25106	0.414
P54802	0.414
Q9NP59	0.414
Q86WK9	0.414
P20142	0.414
Q5JX71	0.414
A6NC05	0.414
P25024	0.414
P62851	0.414
P0C866	0.414
Q96RD0	0.414
P11169	0.414
Q6TCH7	0.414
P51681	0.415
P09544	0.415
Q9Y5P0	0.415
A0A087WWA1	0.415
Q709F0	0.415
P60893	0.415
Q12849	0.415
Q86UX7	0.415
P03905	0.415
Q13542	0.415
P17813	0.415
P20783	0.415
Q7Z4M0	0.415
Q8NGE2	0.415
P43088	0.415
Q9H3N1	0.415
A0A075B6Z0	0.415
Q8NGB4	0.415
A0A075B6X7	0.415
O95013	0.415
Q75QN2	0.415
Q2NKJ3	0.415
Q9BV94	0.415
Q9Y6I7	0.415
P51530	0.415
Q6ICL7	0.415
Q9NRH3	0.415
Q8NGD2	0.415
O15194	0.416
O95800	0.416
Q6A163	0.416
Q96KT7	0.416
P28799	0.416
Q96K17	0.416
P25098	0.416
Q5JRV8	0.416
Q8NH43	0.416
P53794	0.416
Q8NH94	0.416
Q9BXN6	0.416
Q9NUN5	0.416
Q99805	0.416
P16066	0.416
A6NF89	0.416
Q92633	0.416
Q9NZH5	0.416
Q9H2U9	0.416
Q86Y34	0.416
Q6P087	0.416
Q96ME1	0.416
Q6DWJ6	0.416
Q9BY67	0.416
Q9H8V8	0.416
A0A2R8Y556	0.416
P55289	0.416
Q9Y614	0.416
Q9H0V1	0.416
Q969M3	0.416
Q9BWP8	0.416
Q86SJ6	0.416
Q15072	0.416
Q9BUN8	0.416
Q8NH72	0.416
Q7Z4Q2	0.417
O60412	0.417
P28039	0.417
Q8N127	0.417
Q9UFH2	0.417
O95294	0.417
Q96NR3	0.417
Q8NGK0	0.417
Q96JJ7	0.417
Q96BI3	0.417
Q8NGV7	0.417
Q8NGE1	0.417
Q14656	0.417
A6NHS1	0.417
Q86WI3	0.417
Q9Y5F0	0.417
Q9H339	0.417
P33032	0.417
P49642	0.417
Q9P2K6	0.417
A0A075B6Z4	0.417
Q8TD43	0.417
Q92482	0.417
O15428	0.417
Q9BZX2	0.417
P14207	0.417
O75586	0.417
Q8NG75	0.417
Q14246	0.417
O14668	0.417
Q8N8H1	0.417
O00635	0.417
Q9Y2B1	0.418
Q59GN2	0.418
Q9NPD8	0.418
Q9Y3Q7	0.418
O60635	0.418
A2RU14	0.418
P16435	0.418
Q9BXF9	0.418
P55073	0.418
Q9BRU2	0.418
Q9H9R9	0.418
Q9H205	0.418
Q96R48	0.418
P46721	0.418
Q9H343	0.418
Q9HCE1	0.418
Q8NG76	0.418
P10911	0.418
P47888	0.418
Q8NGS3	0.418
Q9ULZ0	0.418
Q8IWX5	0.418
Q9NWW0	0.418
Q9BSJ1	0.418
O00631	0.418
Q8NH56	0.418
Q86V24	0.418
Q9UJ42	0.418
Q8NH50	0.418
Q8N687	0.418
B1ANY3	0.418
Q9BWX1	0.418
Q9NZP2	0.418
Q14314	0.419
P25089	0.419
P23763	0.419
P55085	0.419
P07919	0.419
Q9UHQ7	0.419
Q8IZF3	0.419
Q96P53	0.419
Q5T5S1	0.419
Q9NR16	0.419
Q6DD88	0.419
Q9NS69	0.419
Q8NH55	0.419
Q9Y3N9	0.419
Q8NH40	0.419
Q96IY1	0.419
Q8WZA6	0.419
A8MU10	0.419
Q9Y239	0.419
P52429	0.419
Q8IXS2	0.419
Q14554	0.419
P32121	0.419
Q8TCQ1	0.419
Q9H6Q4	0.419
Q9H3N8	0.419
Q96A54	0.42
P52848	0.42
O14757	0.42
X6R8D5	0.42
Q5IJ48	0.42
Q9BTK2	0.42
P35346	0.42
Q8NGL7	0.42
Q8NHC4	0.42
Q9P296	0.42
A0A1B0GTQ4	0.42
Q8IXU6	0.42
O00322	0.42
Q4G0N8	0.42
P49763	0.42
P54803	0.42
Q5I7T1	0.42
Q9HB89	0.42
O15260	0.42
Q96P67	0.42
Q96IR3	0.42
Q6ZRQ5	0.42
Q69YL0	0.42
Q96RD1	0.42
Q8TCU3	0.42
P22888	0.42
Q8TDL5	0.42
A6NNY8	0.42
Q9H2R5	0.42
Q8WZ94	0.42
Q5XG99	0.42
Q8TAT6	0.42
Q5VSD8	0.42
P43355	0.42
Q92765	0.42
O94768	0.42
Q96DT5	0.421
Q9UBS8	0.421
Q15758	0.421
Q8TDU6	0.421
P02679	0.421
Q5STR5	0.421
Q5EBM0	0.421
O14493	0.421
Q8NH74	0.421
A6NJI1	0.421
Q9UJY1	0.421
P10745	0.421
Q96BI1	0.421
Q8IZF2	0.421
Q8IYR2	0.421
P60827	0.421
Q8WZ59	0.421
P32298	0.421
A6NKN8	0.421
Q9Y5Z4	0.421
Q9H7T0	0.421
Q13046	0.421
P49450	0.421
Q9HAU8	0.421
Q9GZZ9	0.421
Q96GU1	0.421
Q9H0H3	0.421
P54646	0.421
A6NGY5	0.421
B3EWG6	0.422
B3EWG5	0.422
Q8TDB8	0.422
Q8NBP7	0.422
O43567	0.422
Q05932	0.422
P49683	0.422
Q9NRM0	0.422
Q96LM6	0.422
A6NM76	0.422
P0DMS8	0.422
O00534	0.422
Q96S21	0.422
A0A0J9YWX3	0.422
B3EWG3	0.422
A0A075B702	0.422
A6NJZ3	0.422
O43612	0.422
Q9UBV4	0.422
Q8NGN3	0.422
Q9NX52	0.422
Q9NVT9	0.422
Q29980	0.422
Q13349	0.422
Q9BT67	0.422
A0A0U1RQF7	0.422
P13727	0.422
A0N4X2	0.423
Q13075	0.423
Q8TAD7	0.423
P10301	0.423
Q6PL45	0.423
A0A804HIB5	0.423
P30301	0.423
Q9H346	0.423
Q5GH70	0.423
Q5NUL3	0.423
A0A075B6Z1	0.423
O43759	0.423
Q5TFE4	0.423
P21980	0.423
Q8IZP2	0.423
P98170	0.423
Q8N349	0.423
Q96RQ3	0.423
Q15051	0.423
Q5BKT4	0.423
Q92670	0.423
A6NM10	0.423
O43508	0.423
Q13304	0.423
Q3LXA3	0.423
Q9Y577	0.423
Q9H7F4	0.423
Q9BYN8	0.423
Q8N7F7	0.423
Q9Y2D2	0.423
P86434	0.423
Q5T870	0.423
O95007	0.423
Q6ZWK4	0.423
Q8N813	0.424
Q9Y678	0.424
P13637	0.424
P15880	0.424
P49281	0.424
A2RUH7	0.424
O00154	0.424
Q3LI83	0.424
Q96HH6	0.424
P47893	0.424
Q96CX3	0.424
Q9P0M4	0.424
Q6IF42	0.424
P31644	0.424
Q969S0	0.424
Q96J86	0.424
Q9UBC5	0.424
Q06278	0.424
Q9NV64	0.424
Q5XKR9	0.424
P00742	0.424
Q92569	0.425
Q8WXF5	0.425
B0I1T2	0.425
Q15560	0.425
Q8NGF4	0.425
Q9NR46	0.425
Q9NXE4	0.425
Q8N434	0.425
Q86VW0	0.425
Q9ULJ1	0.425
Q8NGZ9	0.425
O75317	0.425
Q9Y2C2	0.425
Q9H210	0.425
Q5VZQ5	0.425
Q8NH42	0.425
Q8WVF5	0.425
Q8NGY9	0.425
Q6PI98	0.425
P63208	0.425
A6NCV1	0.425
Q99500	0.425
O75027	0.425
Q96L33	0.425
Q9BUF7	0.425
Q96RB7	0.425
Q9Y342	0.425
Q2TAP0	0.425
Q8IXF9	0.425
O75844	0.425
Q9H841	0.425
Q16659	0.425
Q92731	0.425
O15111	0.425
Q8NGG4	0.425
Q9N2K0	0.425
Q9UIQ6	0.426
Q8N8F6	0.426
Q6YHK3	0.426
Q8NFB2	0.426
A6NMU1	0.426
Q9BYD3	0.426
Q9HC73	0.426
Q8N808	0.426
P56545	0.426
O43193	0.426
Q9NYV7	0.426
Q9UNK9	0.426
P0DL12	0.426
P26715	0.426
Q8NH69	0.426
A6NLC8	0.426
Q8WY50	0.426
Q6ZMC9	0.426
P16519	0.426
Q8IYR6	0.426
P22794	0.426
Q6IAA8	0.426
Q9UKT5	0.426
Q8N1S5	0.426
Q9H8T0	0.426
Q9P1G2	0.426
Q96QD8	0.426
Q9HAT8	0.426
P35410	0.426
Q9H0C3	0.426
Q9HC07	0.426
P61927	0.426
Q8N8M0	0.426
Q9ULP0	0.426
Q05940	0.427
P56747	0.427
Q7Z769	0.427
Q8TD35	0.427
Q8NGT0	0.427
Q96LI9	0.427
Q9HC96	0.427
Q5HYA8	0.427
Q9Y534	0.427
Q63ZE4	0.427
Q9UBK8	0.427
O00148	0.427
Q9H8K7	0.427
Q8NH01	0.427
Q4G0G2	0.427
P82933	0.427
Q9GZM6	0.427
A0A075B6Y4	0.427
Q5TZK3	0.427
Q9BXC0	0.427
O95803	0.427
Q6IC83	0.427
O95568	0.427
E7ETH6	0.427
O15524	0.427
Q96HD1	0.428
Q9NWD8	0.428
Q9H8X2	0.428
P01871	0.428
P01730	0.428
Q5VXT5	0.428
Q8NGA2	0.428
Q96CM3	0.428
P0C7T2	0.428
Q5T447	0.428
P07949	0.428
Q07326	0.428
Q6NXR4	0.428
Q9Y4U1	0.428
P20800	0.428
P04066	0.428
O75575	0.428
Q9BWF2	0.428
P17252	0.428
Q9NQL2	0.428
P78537	0.428
Q9UPT9	0.428
Q008S8	0.428
Q8N888	0.428
Q8NH87	0.428
O76013	0.428
P59551	0.428
Q9HBW0	0.428
Q8NGS6	0.428
P78386	0.429
Q7Z3Y9	0.429
Q8NGB9	0.429
A0N4Z8	0.429
Q2TBA0	0.429
Q8TDS4	0.429
Q96FT7	0.429
P08253	0.429
O00187	0.429
Q8WW43	0.429
Q16288	0.429
Q9H9Y6	0.429
A6ND48	0.429
P23921	0.429
Q53H12	0.429
P08100	0.429
Q17RP2	0.429
B6SEH9	0.429
Q9UN66	0.429
Q9HAV7	0.429
Q9Y653	0.429
P78562	0.429
Q6ZSV7	0.429
O15084	0.429
P09131	0.43
Q99437	0.43
P05023	0.43
Q96KP1	0.43
Q92523	0.43
P22079	0.43
A0A8I5KTY6	0.43
Q86U17	0.43
Q9BZH6	0.43
P30411	0.43
O60830	0.43
O95967	0.43
Q6ZTK2	0.43
P0C263	0.43
Q9P0K9	0.43
Q8N1N0	0.43
Q8NFV5	0.43
P0C7Q6	0.43
Q8TAV5	0.43
P0C604	0.43
A6NMX2	0.43
G3V0H7	0.43
Q496J9	0.43
Q8N1T3	0.43
Q99418	0.43
Q9Y5V0	0.43
P15529	0.43
Q9UPY5	0.43
Q04759	0.43
Q8N4F4	0.431
Q6ZS02	0.431
Q96JB5	0.431
O00270	0.431
Q9BYW1	0.431
Q8N7B9	0.431
Q6F5E7	0.431
P15328	0.431
O76093	0.431
P21730	0.431
O00522	0.431
A0N4Z3	0.431
P49682	0.431
A2RTY3	0.431
P41597	0.431
Q6ZUX7	0.431
A0A1B0GVY2	0.431
O75478	0.431
Q8NH83	0.431
Q8NDZ6	0.431
Q9NVM4	0.431
Q8NGM9	0.431
Q8NGY6	0.431
Q15257	0.431
P25025	0.431
Q8NGY0	0.431
O75165	0.431
Q9UI26	0.431
P22732	0.431
Q9NZH4	0.431
A0A087WU04	0.431
Q8NGP9	0.432
Q9HA77	0.432
Q9Y297	0.432
Q8NGD4	0.432
Q96NL8	0.432
Q16620	0.432
P98194	0.432
Q8TF64	0.432
A6NKX4	0.432
Q14739	0.432
P56202	0.432
Q6ZXV5	0.432
P28222	0.432
Q13363	0.432
Q08462	0.432
Q9C029	0.432
Q16853	0.432
P30408	0.432
Q6IEY1	0.432
A0A075B6X9	0.432
Q6XPS3	0.432
Q9H295	0.432
Q9Y698	0.433
P0DN81	0.433
Q9BU40	0.433
Q8NEZ2	0.433
Q8NGZ4	0.433
Q9BYF1	0.433
Q9BT40	0.433
A0A5H1ZRR4	0.433
A0A0A0MT97	0.433
P49069	0.433
A0A0C4DH62	0.433
Q49SQ1	0.433
Q96BR1	0.433
P15735	0.433
Q99747	0.433
Q71RS6	0.433
Q8WVI7	0.433
Q5H9U9	0.433
Q6UW60	0.433
Q9Y2M2	0.433
A0A0A0MT89	0.433
Q8N142	0.433
H3BRN8	0.433
P41743	0.433
Q8WWA0	0.433
Q9H902	0.433
A6NN06	0.433
Q53RD9	0.433
Q969J3	0.433
A6NIN4	0.433
Q16820	0.433
Q9Y5E3	0.433
Q9UBX5	0.433
P21728	0.433
A6NIH7	0.434
Q9NQR9	0.434
P32247	0.434
P03886	0.434
Q14574	0.434
Q86XW9	0.434
Q96FN4	0.434
Q96PF2	0.434
P58173	0.434
Q00610	0.434
Q969L2	0.434
Q96R84	0.434
P35900	0.434
Q8IW41	0.434
Q8N966	0.434
Q9NUU7	0.434
Q7Z3T1	0.434
Q8IX90	0.434
O00155	0.434
Q8NGR5	0.434
Q6PJ69	0.434
Q8NBN3	0.434
P49910	0.434
Q6ZP29	0.434
Q9UBT3	0.434
Q8NH49	0.435
O43707	0.435
Q8NGD0	0.435
Q02161	0.435
Q9NPG8	0.435
Q9NPG1	0.435
Q9UMR2	0.435
Q96A65	0.435
Q9NV70	0.435
P21217	0.435
Q9H1Y3	0.435
Q8NG84	0.435
Q6XD76	0.435
P0CW24	0.435
P00156	0.435
Q96BW1	0.435
Q9GZK7	0.435
Q8N5M1	0.435
Q8WWM1	0.435
Q7Z5H5	0.435
Q5S007	0.435
Q9Y267	0.435
C0HLZ6	0.435
P23743	0.435
P14373	0.435
P47211	0.435
Q9NPD5	0.435
Q9NV06	0.436
Q8NEG5	0.436
Q8N9I5	0.436
Q8NGS7	0.436
Q01726	0.436
P46777	0.436
P42229	0.436
Q9NX07	0.436
Q9NUL7	0.436
P59827	0.436
A8MUN3	0.436
Q99624	0.436
Q96RP8	0.436
Q9NSB4	0.436
Q7Z692	0.436
Q32M45	0.436
Q9P0P0	0.436
P21918	0.436
Q96GR4	0.436
P12694	0.436
Q8IZU8	0.436
Q86YV9	0.436
P12829	0.436
Q8NGN8	0.436
P30953	0.437
Q96NH3	0.437
P49901	0.437
P41968	0.437
Q6ZT21	0.437
P56703	0.437
Q6PK18	0.437
Q969R8	0.437
O15525	0.437
Q1HG44	0.437
P51665	0.437
Q9H159	0.437
P10644	0.437
P51692	0.437
O95214	0.437
Q9HBE4	0.437
P35354	0.437
P48230	0.437
Q92903	0.437
Q8N1V8	0.437
Q8N2C9	0.437
Q8NBV4	0.437
Q52M58	0.437
Q6P474	0.437
Q6IFG1	0.437
Q9UBI4	0.437
Q6IFN5	0.437
A0A075B6S0	0.437
P41439	0.437
A0A075B6Y8	0.437
Q66LE6	0.437
Q9H598	0.437
P78317	0.437
Q9UBY5	0.437
Q8NGZ0	0.437
A0A096LPK9	0.437
Q9GZV9	0.438
Q96GX8	0.438
Q9NS98	0.438
Q86V20	0.438
Q8NGX2	0.438
Q8NGK3	0.438
Q6TGC4	0.438
P0DJH9	0.438
Q7Z4L5	0.438
Q9UJW2	0.438
P05976	0.438
Q9H3M0	0.438
Q6ZRH7	0.438
P30825	0.438
P52943	0.438
P0C841	0.438
Q8NEQ6	0.438
Q14206	0.438
Q9BUZ4	0.438
Q9UK00	0.438
Q8N9B8	0.438
Q6ZSI9	0.438
A8MTB9	0.438
Q8TEF2	0.438
Q13519	0.438
Q8N357	0.438
Q8NGX6	0.438
O14653	0.438
Q8NCU1	0.438
Q9Y6Y0	0.438
E9PB15	0.438
Q969M1	0.439
P49685	0.439
A0A0A0MT96	0.439
Q8WVH0	0.439
P09871	0.439
P42336	0.439
Q5HYI7	0.439
A4D0T7	0.439
Q9NUS5	0.439
Q8N7B6	0.439
Q8IZF7	0.439
O43854	0.439
Q5JUK9	0.439
A0A6Q8PFQ6	0.439
Q9H7V2	0.439
Q8IWA5	0.439
Q96P68	0.439
P13866	0.439
P36382	0.439
P29466	0.439
Q03591	0.439
Q9P1W9	0.439
Q9C0D9	0.439
Q9H707	0.439
Q9H7B2	0.439
P47881	0.439
P19113	0.439
Q9NZP0	0.439
Q3V5L5	0.44
Q9H2B4	0.44
Q99463	0.44
A0A804HI29	0.44
Q9Y4K3	0.44
O76000	0.44
P32245	0.44
Q9NVK5	0.44
Q96AA3	0.44
Q96ET8	0.44
Q8N475	0.44
Q9NWW7	0.44
Q96RL7	0.44
P35590	0.44
Q9ULX9	0.44
A6NFY7	0.44
Q9H0B8	0.44
Q8WW27	0.44
Q16270	0.44
P35610	0.44
Q14532	0.44
Q96LB4	0.44
Q5SXM8	0.44
Q8N0Y3	0.44
Q9UKA1	0.44
Q86UG4	0.44
Q9UHC3	0.44
Q8NGJ2	0.44
A0A1B0GUV1	0.44
P17643	0.44
Q96RU7	0.44
Q8NH61	0.44
A4QMS7	0.44
P18577	0.44
A8MTJ3	0.44
Q9NWT1	0.44
Q8TDW0	0.441
A0A075B6V2	0.441
Q8NGI2	0.441
P0C629	0.441
O95047	0.441
Q86TP1	0.441
Q86VB7	0.441
Q8NGY5	0.441
A0A0A0MTA7	0.441
Q9P015	0.441
Q12908	0.441
Q8NH19	0.441
P43360	0.441
Q4VXF1	0.441
Q9H0R5	0.441
Q9GZK3	0.441
Q8NGG8	0.441
P49221	0.441
Q9NQX4	0.441
P03999	0.442
Q8NBT3	0.442
O14581	0.442
Q14512	0.442
Q8NGF7	0.442
Q9H609	0.442
P47914	0.442
Q15619	0.442
Q6IQ21	0.442
Q12846	0.442
Q9Y6Z7	0.442
O43556	0.442
O95980	0.442
O00585	0.442
Q9BQL6	0.442
Q93086	0.442
A0A1W2PQL4	0.442
Q495W5	0.442
Q8NGI8	0.442
Q9UH03	0.442
P49406	0.442
Q8WZB0	0.442
O43869	0.442
Q12999	0.442
Q9BY10	0.442
Q13496	0.442
P61266	0.442
Q149M9	0.442
Q8IYM9	0.442
Q6ZUG5	0.442
Q9HCJ1	0.443
Q9NSE2	0.443
Q9NUJ3	0.443
O00233	0.443
Q9BVV8	0.443
P50443	0.443
Q8NGV0	0.443
Q8TBY0	0.443
Q7Z614	0.443
Q9UL58	0.443
Q6IF00	0.443
Q9Y337	0.443
P82650	0.443
Q96R54	0.443
P29275	0.443
O14829	0.443
P32241	0.443
Q9H6F2	0.443
A0A804HJT0	0.443
P50052	0.443
P51688	0.443
Q8NGC4	0.443
Q8WUR7	0.443
Q8NGL2	0.443
Q14164	0.443
Q8NBP5	0.443
O95461	0.443
O00505	0.443
P0C7M8	0.444
P28335	0.444
Q9H511	0.444
Q96LA8	0.444
Q8TEB7	0.444
Q9P2J5	0.444
A0A1W2PPH5	0.444
P60328	0.444
P09001	0.444
Q8NGF6	0.444
Q5MJ07	0.444
Q8NG92	0.444
Q13258	0.444
P47887	0.444
Q9UG01	0.444
P34981	0.444
P41146	0.444
P84098	0.444
Q8TC94	0.444
Q9Y217	0.444
Q7Z2G1	0.444
Q8NGR3	0.445
P23109	0.445
Q9P2B2	0.445
Q5JST6	0.445
Q8IYX0	0.445
Q9NQ40	0.445
Q8NGQ6	0.445
Q9NVA4	0.445
Q8NGR2	0.445
Q8N4E7	0.445
P19086	0.445
O14773	0.445
Q9UBM4	0.445
Q8NFZ6	0.445
O95427	0.445
Q4VNC0	0.445
P43359	0.445
P35367	0.445
Q8NC42	0.445
Q9NXH8	0.445
Q05066	0.445
P23415	0.445
A0A126GWI2	0.445
Q8NG85	0.446
Q8NHS3	0.446
P16870	0.446
A0A1B0GVZ9	0.446
Q9H2M9	0.446
Q8N5X7	0.446
P14210	0.446
Q60I27	0.446
P18084	0.446
Q76EJ3	0.446
A0A494C0I6	0.446
O43768	0.446
Q8NGR4	0.446
Q3KRA9	0.446
Q8TCT9	0.446
P52333	0.446
Q8NG78	0.446
Q15386	0.446
Q6UX07	0.446
Q9NQM4	0.446
Q5T4D3	0.446
P0C626	0.446
P17509	0.446
Q8NA66	0.446
Q15928	0.447
Q8NGE9	0.447
Q96CH1	0.447
Q9NYK1	0.447
Q9H9S3	0.447
Q6ZMG9	0.447
A6NHR8	0.447
Q9BQJ4	0.447
Q9NZH0	0.447
Q8WV37	0.447
Q8N139	0.447
Q06828	0.447
Q96R08	0.447
O75762	0.447
Q86WV6	0.447
Q7LFX5	0.447
Q5TAH2	0.447
P0C221	0.447
Q14CN4	0.447
P0CK96	0.447
Q5T7M4	0.447
Q8IZT9	0.447
Q6U736	0.447
O15527	0.447
Q8NGQ4	0.447
Q6I9Y2	0.447
Q9UL01	0.447
O43639	0.447
Q96FM1	0.447
A0PK05	0.447
Q06643	0.447
Q99726	0.447
Q96HZ7	0.447
Q9UK11	0.448
P16860	0.448
P42263	0.448
Q9C0F1	0.448
P08729	0.448
Q9Y651	0.448
Q8TE73	0.448
Q16617	0.448
Q9H172	0.448
P48146	0.448
P03952	0.448
Q9BZJ6	0.448
Q9H204	0.448
Q5VU57	0.448
Q9GZV3	0.448
Q8NH16	0.448
A5LHX3	0.448
P25090	0.448
P0C7N5	0.448
O94766	0.448
P06241	0.448
Q96CW9	0.448
P07948	0.448
P43356	0.448
Q9NZC4	0.449
O76015	0.449
Q8NGJ8	0.449
B5MCY1	0.449
Q6UW10	0.449
Q9Y3M2	0.449
O60404	0.449
P62241	0.449
A6NDH6	0.449
P19397	0.449
Q8NGN5	0.449
A0A1W2PRV1	0.449
Q86SM8	0.449
P50993	0.449
O95256	0.449
Q8IZ16	0.449
Q9GZM7	0.449
A0A494BZU2	0.449
O14802	0.449
P20936	0.449
P46094	0.449
Q9P2K2	0.449
Q6V9R5	0.449
Q96LB0	0.449
O43488	0.449
Q8NCG7	0.449
P80404	0.449
Q96R45	0.449
Q9Y672	0.449
Q8NE65	0.449
Q5VTE6	0.45
O15173	0.45
Q8NGT9	0.45
Q13526	0.45
Q8WTU2	0.45
Q8N5M4	0.45
Q9HCC8	0.45
Q8NGF9	0.45
Q6IE37	0.45
P62750	0.45
A0A1W2PQ09	0.45
P02745	0.45
Q8TB73	0.45
O76099	0.45
Q7RTY1	0.45
Q8NGS2	0.45
Q96M89	0.45
Q9Y3Z3	0.45
Q2M2E3	0.45
P60880	0.45
Q96AG3	0.45
Q9UGV2	0.45
P01127	0.45
Q8NGZ3	0.45
P98155	0.45
P0C854	0.45
Q6IF82	0.45
O95918	0.45
Q9UF33	0.45
Q8NGZ5	0.45
Q9GZV1	0.45
Q13368	0.45
Q8NGF1	0.45
P0DMU3	0.45
Q96QE2	0.451
Q8NGM1	0.451
A6NL26	0.451
O15126	0.451
Q9NSA1	0.451
Q8WUN7	0.451
Q96RC9	0.451
A6NL08	0.451
Q8N0Y5	0.451
Q13423	0.451
Q92847	0.451
Q99536	0.451
Q8NGN2	0.451
Q9Y3C5	0.451
Q6ZWJ1	0.451
P51790	0.451
Q96PB1	0.451
O43934	0.451
Q99788	0.451
P26232	0.451
O43257	0.451
P31645	0.451
A4D250	0.451
O15296	0.451
Q8IXH7	0.451
Q96RA2	0.451
P56746	0.451
Q99567	0.451
A0A0U1RQB9	0.451
Q9GZZ8	0.451
Q8WVD3	0.451
A0A286YEU6	0.451
Q8NEE0	0.451
Q8N6S5	0.451
A0A0X1KG70	0.451
Q96RD7	0.451
P25103	0.451
A0A0J9YW14	0.451
Q9NQS3	0.452
Q8NGF3	0.452
Q9P2N7	0.452
Q8N609	0.452
P26373	0.452
Q8NGF8	0.452
Q9UK55	0.452
Q9UKD2	0.452
Q8NH67	0.452
P14136	0.452
P0C7N8	0.452
Q9NRD9	0.452
Q14204	0.452
Q96ES7	0.452
Q8IXB1	0.452
Q6IA86	0.452
Q9Y2T6	0.452
Q6IEZ7	0.452
Q9NQH7	0.452
Q07837	0.452
Q9UBK7	0.452
P58180	0.452
Q9Y5Q0	0.452
Q13797	0.452
L0R819	0.452
P0DMU2	0.452
O60759	0.452
Q7LBR1	0.452
P23469	0.452
Q15691	0.452
Q9ULX7	0.452
Q96LB2	0.453
A8MUL3	0.453
Q04695	0.453
P60201	0.453
A0A075B6X4	0.453
A0A0G2JLJ8	0.453
Q9Y5Y4	0.453
Q92764	0.453
Q9UGF5	0.453
P25942	0.453
O14842	0.453
Q9H222	0.453
Q05513	0.453
Q8NG80	0.453
O95273	0.453
Q9NQ48	0.453
Q9HBW9	0.453
Q9NS67	0.453
Q8NGC5	0.453
Q96LC9	0.453
A0A0J9YW22	0.453
P14222	0.453
Q6T423	0.453
Q8TF62	0.453
Q9NS61	0.453
Q14997	0.453
P35372	0.454
Q969I6	0.454
O43583	0.454
Q9NYW4	0.454
O95965	0.454
O14787	0.454
Q6PKX4	0.454
Q6XYB7	0.454
P11215	0.454
Q9Y657	0.454
Q9NZV1	0.454
Q8NB46	0.454
A0A1B0GV96	0.454
O15403	0.454
P49190	0.454
P48995	0.454
Q8TE96	0.454
Q96BJ8	0.454
Q96GT9	0.454
O15431	0.454
Q7L5Y6	0.454
Q96RD3	0.454
Q8NH90	0.454
Q99619	0.454
Q3SXP7	0.454
Q8NH48	0.454
P56181	0.454
A0A2R8YEV3	0.454
Q8IV35	0.454
P08833	0.455
P0DPI4	0.455
O00254	0.455
O75529	0.455
P41143	0.455
Q96E40	0.455
Q96Q05	0.455
P23975	0.455
Q8NGL9	0.455
P43119	0.455
Q9H1K6	0.455
A0A2R8Y8B9	0.455
Q99435	0.455
Q8NEW0	0.455
Q8NGC3	0.455
P16581	0.455
Q8NH02	0.455
Q5NE16	0.455
Q9UN36	0.455
Q7Z3Q1	0.455
Q96M85	0.455
